ID,post_author,post_date,post_date_gmt,post_title,post_excerpt,post_status,comment_status,ping_status,post_password,post_name,to_ping,pinged,post_modified,post_modified_gmt,post_content_filtered,post_parent,guid,menu_order,post_type,post_mime_type,comment_count,lead_gen_params,PREFIX
353,34,8/16/19 12:36,8/16/19 16:36,Cystic Fibrosis and Salty Skin,,inherit,closed,closed,,78-autosave-v1,,,8/16/19 12:36,8/16/19 16:36,,78,https://cystic-fibrosis.com/uncategorized/78-autosave-v1/,0,revision,,0,NULL,cf
354,34,8/16/19 12:39,8/16/19 16:39,What is Meconium Ileus?,,inherit,closed,closed,,80-autosave-v1,,,8/16/19 12:39,8/16/19 16:39,,80,https://cystic-fibrosis.com/uncategorized/80-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",cf
355,34,8/16/19 12:45,8/16/19 16:45,The Chronic Cough of Cystic Fibrosis,,inherit,closed,closed,,82-autosave-v1,,,8/16/19 12:45,8/16/19 16:45,,82,https://cystic-fibrosis.com/uncategorized/82-autosave-v1/,0,revision,,0,NULL,cf
356,34,8/16/19 12:47,8/16/19 16:47,Lung Infections Associated with Cystic Fibrosis,,inherit,closed,closed,,83-autosave-v1,,,8/16/19 12:47,8/16/19 16:47,,83,https://cystic-fibrosis.com/uncategorized/83-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",cf
357,34,8/16/19 12:52,8/16/19 16:52,Effects of Cystic Fibrosis on Growth and Development,,inherit,closed,closed,,87-autosave-v1,,,8/16/19 12:52,8/16/19 16:52,,87,https://cystic-fibrosis.com/uncategorized/87-autosave-v1/,0,revision,,0,NULL,cf
358,34,8/16/19 12:57,8/16/19 16:57,"Gastrointestinal Problems: Greasy, Bulky Stools",,inherit,closed,closed,,88-autosave-v1,,,8/16/19 12:57,8/16/19 16:57,,88,https://cystic-fibrosis.com/uncategorized/88-autosave-v1/,0,revision,,0,NULL,cf
359,34,8/16/19 13:00,8/16/19 17:00,Gastrointestinal Problems: Diarrhea,,inherit,closed,closed,,90-autosave-v1,,,8/16/19 13:00,8/16/19 17:00,,90,https://cystic-fibrosis.com/uncategorized/90-autosave-v1/,0,revision,,0,NULL,cf
360,34,8/16/19 13:02,8/16/19 17:02,Nasal Polyps and Cystic Fibrosis,,inherit,closed,closed,,92-autosave-v1,,,8/16/19 13:02,8/16/19 17:02,,92,https://cystic-fibrosis.com/uncategorized/92-autosave-v1/,0,revision,,0,NULL,cf
361,34,8/16/19 15:41,8/16/19 19:41,Cystic Fibrosis Myths and Misconceptions,,inherit,closed,closed,,74-autosave-v1,,,8/16/19 15:41,8/16/19 19:41,,74,https://cystic-fibrosis.com/uncategorized/74-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",cf
362,34,8/16/19 15:43,8/16/19 19:43,Clubbed Fingers and Toes,,inherit,closed,closed,,97-autosave-v1,,,8/16/19 15:43,8/16/19 19:43,,97,https://cystic-fibrosis.com/uncategorized/97-autosave-v1/,0,revision,,0,NULL,cf
363,34,8/16/19 15:47,8/16/19 19:47,What are Common Complications of Cystic Fibrosis?,,inherit,closed,closed,,100-autosave-v1,,,8/16/19 15:47,8/16/19 19:47,,100,https://cystic-fibrosis.com/uncategorized/100-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",cf
364,34,8/16/19 15:48,8/16/19 19:48,What are Common Respiratory Complications of Cystic Fibrosis?,,inherit,closed,closed,,69-autosave-v1,,,8/16/19 15:48,8/16/19 19:48,,69,https://cystic-fibrosis.com/uncategorized/69-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",cf
365,34,8/16/19 15:49,8/16/19 19:49,What are Cystic Fibrosis Exacerbations?,,inherit,closed,closed,,98-autosave-v1,,,8/16/19 15:49,8/16/19 19:49,,98,https://cystic-fibrosis.com/uncategorized/98-autosave-v1/,0,revision,,0,NULL,cf
366,35,8/16/19 19:32,8/16/19 23:32,Teaching Self-Management Skills to Children with Cystic Fibrosis,,inherit,closed,closed,,221-autosave-v1,,,8/16/19 19:32,8/16/19 23:32,,221,https://cystic-fibrosis.com/uncategorized/221-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
368,35,8/16/19 22:10,8/17/19 2:10,Types of Antibiotics Used to Treat Cystic Fibrosis Infections,,inherit,closed,closed,,117-autosave-v1,,,8/16/19 22:10,8/17/19 2:10,,117,https://cystic-fibrosis.com/uncategorized/117-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
369,35,8/16/19 23:22,8/17/19 3:22,Common Complications in Women with Cystic Fibrosis,,inherit,closed,closed,,131-autosave-v1,,,8/16/19 23:22,8/17/19 3:22,,131,https://cystic-fibrosis.com/uncategorized/131-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
371,35,8/16/19 23:31,8/17/19 3:31,How Does Cystic Fibrosis Affect Reproductive Health and Fertility?,,inherit,closed,closed,,122-autosave-v1,,,8/16/19 23:31,8/17/19 3:31,,122,https://cystic-fibrosis.com/uncategorized/122-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
372,35,8/16/19 23:34,8/17/19 3:34,How Is the Pancreas Affected by Cystic Fibrosis?,,inherit,closed,closed,,121-autosave-v1,,,8/16/19 23:34,8/17/19 3:34,,121,https://cystic-fibrosis.com/uncategorized/121-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
373,35,8/16/19 23:50,8/17/19 3:50,What is CF-Related Diabetes?,,inherit,closed,closed,,120-autosave-v1,,,8/16/19 23:50,8/17/19 3:50,,120,https://cystic-fibrosis.com/uncategorized/120-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
374,35,8/18/19 11:43,8/18/19 15:43,Symptoms of Malnutrition with Cystic Fibrosis,,inherit,closed,closed,,105-autosave-v1,,,8/18/19 11:43,8/18/19 15:43,,105,https://cystic-fibrosis.com/uncategorized/105-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
375,35,8/18/19 11:45,8/18/19 15:45,What is GERD?,,inherit,closed,closed,,104-autosave-v1,,,8/18/19 11:45,8/18/19 15:45,,104,https://cystic-fibrosis.com/uncategorized/104-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
376,35,8/19/19 10:13,,Home,,draft,closed,closed,,,,,8/19/19 10:13,,,0,https://cystic-fibrosis.com/?p=376,1,nav_menu_item,,0,NULL,cf
377,35,8/19/19 10:13,,#33 (no title),,draft,closed,closed,,,,,8/19/19 10:13,,,0,https://cystic-fibrosis.com/?p=377,1,nav_menu_item,,0,NULL,cf
378,35,8/19/19 10:13,,,,draft,closed,closed,,,,,8/19/19 10:13,,,0,https://cystic-fibrosis.com/?p=378,1,nav_menu_item,,0,NULL,cf
379,35,8/19/19 10:13,,,,draft,closed,closed,,,,,8/19/19 10:13,,,0,https://cystic-fibrosis.com/?p=379,1,nav_menu_item,,0,NULL,cf
380,35,8/19/19 10:13,,,,draft,closed,closed,,,,,8/19/19 10:13,,,0,https://cystic-fibrosis.com/?p=380,1,nav_menu_item,,0,NULL,cf
381,35,8/19/19 16:42,8/19/19 20:42,Airway Clearance Techniques,,publish,closed,closed,,airway-clearance-techniques,,,8/20/19 14:42,8/20/19 18:42,,0,https://cystic-fibrosis.com/?p=381,42,nav_menu_item,,0,NULL,cf
382,35,8/19/19 16:42,8/19/19 20:42,Hearing Loss,,publish,closed,closed,,hearing-loss,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=382,60,nav_menu_item,,0,NULL,cf
383,35,8/19/19 16:42,8/19/19 20:42,Osteoporosis,,publish,closed,closed,,osteoporosis,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=383,57,nav_menu_item,,0,NULL,cf
384,35,8/19/19 16:42,8/19/19 20:42,Parents & Caregivers,,publish,closed,closed,,parents-caregivers,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=384,77,nav_menu_item,,0,NULL,cf
385,35,8/19/19 16:42,8/19/19 20:42,Sleepovers & Camp,,publish,closed,closed,,sleepovers-camp,,,8/20/19 14:43,8/20/19 18:43,,109,https://cystic-fibrosis.com/?p=385,90,nav_menu_item,,0,NULL,cf
386,35,8/19/19 16:42,8/19/19 20:42,Caring for Siblings,,publish,closed,closed,,caring-for-siblings,,,8/20/19 14:43,8/20/19 18:43,,109,https://cystic-fibrosis.com/?p=386,87,nav_menu_item,,0,NULL,cf
387,35,8/19/19 16:42,8/19/19 20:42,Financial Resources,,publish,closed,closed,,financial-resources,,,8/20/19 14:43,8/20/19 18:43,,109,https://cystic-fibrosis.com/?p=387,91,nav_menu_item,,0,NULL,cf
388,35,8/19/19 16:42,8/19/19 20:42,Cleaning Nebulizers,,publish,closed,closed,,cleaning-nebulizers,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=388,67,nav_menu_item,,0,NULL,cf
389,35,8/19/19 16:42,8/19/19 20:42,Common Complications,,publish,closed,closed,,common-complications,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=389,49,nav_menu_item,,0,NULL,cf
390,35,8/19/19 16:42,8/19/19 20:42,,,publish,closed,closed,,390,,,8/20/19 14:42,8/20/19 18:42,,0,https://cystic-fibrosis.com/?p=390,1,nav_menu_item,,0,NULL,cf
391,35,8/19/19 16:42,8/19/19 20:42,CF Community,,publish,closed,closed,,cf-community,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=391,93,nav_menu_item,,0,NULL,cf
392,35,8/19/19 16:42,8/19/19 20:42,Planning for College,,publish,closed,closed,,392,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=392,89,nav_menu_item,,0,NULL,cf
394,35,8/19/19 16:42,8/19/19 20:42,Research,,publish,closed,closed,,research,,,8/20/19 14:42,8/20/19 18:42,,0,https://cystic-fibrosis.com/?p=394,13,nav_menu_item,,0,NULL,cf
395,35,8/19/19 16:42,8/19/19 20:42,Health Insurance,,publish,closed,closed,,health-insurance,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=395,73,nav_menu_item,,0,NULL,cf
396,35,8/19/19 16:42,8/19/19 20:42,Diet & Nutrition,,publish,closed,closed,,diet-nutrition,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=396,47,nav_menu_item,,0,NULL,cf
397,35,8/19/19 16:42,8/19/19 20:42,End-Stage CF,,publish,closed,closed,,end-stage-cf,,,8/20/19 14:42,8/20/19 18:42,,0,https://cystic-fibrosis.com/?p=397,31,nav_menu_item,,0,NULL,cf
398,35,8/19/19 16:42,8/19/19 20:42,Marriage & Family,,publish,closed,closed,,marriage-family,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=398,69,nav_menu_item,,0,NULL,cf
399,35,8/19/19 16:42,8/19/19 20:42,Poor Growth (Children),,publish,closed,closed,,poor-growth-children,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=399,56,nav_menu_item,,0,NULL,cf
400,35,8/19/19 16:42,8/19/19 20:42,Mental Health,,publish,closed,closed,,mental-health,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=400,71,nav_menu_item,,0,NULL,cf
401,35,8/19/19 16:42,8/19/19 20:42,CF & Infertility,,publish,closed,closed,,cf-infertility,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=401,62,nav_menu_item,,0,NULL,cf
402,35,8/19/19 16:42,8/19/19 20:42,Drinking Alcohol,,publish,closed,closed,,drinking-alcohol,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=402,76,nav_menu_item,,0,NULL,cf
403,35,8/19/19 16:42,8/19/19 20:42,Smoking & Secondhand Smoke,,publish,closed,closed,,smoking-secondhand-smoke,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=403,75,nav_menu_item,,0,NULL,cf
404,35,8/19/19 16:42,8/19/19 20:42,Diagnosis,,publish,closed,closed,,diagnosis,,,8/20/19 14:42,8/20/19 18:42,,0,https://cystic-fibrosis.com/?p=404,26,nav_menu_item,,0,NULL,cf
405,35,8/19/19 16:42,8/19/19 20:42,Treatment,,publish,closed,closed,,treatment,,,8/20/19 14:42,8/20/19 18:42,,0,https://cystic-fibrosis.com/?p=405,32,nav_menu_item,,0,NULL,cf
406,35,8/19/19 16:42,8/19/19 20:42,Bronchodilators,,publish,closed,closed,,bronchodilators,,,8/20/19 14:42,8/20/19 18:42,,107,https://cystic-fibrosis.com/?p=406,35,nav_menu_item,,0,NULL,cf
407,35,8/19/19 16:42,8/19/19 20:42,CFTR Modulators,,publish,closed,closed,,cftr-modulators,,,8/20/19 14:42,8/20/19 18:42,,107,https://cystic-fibrosis.com/?p=407,36,nav_menu_item,,0,NULL,cf
408,35,8/19/19 16:42,8/19/19 20:42,Lung Transplant,,publish,closed,closed,,lung-transplant,,,8/20/19 14:43,8/20/19 18:43,,107,https://cystic-fibrosis.com/?p=408,44,nav_menu_item,,0,NULL,cf
409,35,8/19/19 16:42,8/19/19 20:42,Treating Exacerbations,,publish,closed,closed,,treating-exacerbations,,,8/20/19 14:42,8/20/19 18:42,,107,https://cystic-fibrosis.com/?p=409,43,nav_menu_item,,0,NULL,cf
410,35,8/19/19 16:42,8/19/19 20:42,Pancreas Issues,,publish,closed,closed,,pancreas-issues,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=410,59,nav_menu_item,,0,NULL,cf
411,35,8/19/19 16:42,8/19/19 20:42,Daily Routines,,publish,closed,closed,,daily-routines,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=411,65,nav_menu_item,,0,NULL,cf
412,35,8/19/19 16:42,8/19/19 20:42,Chronic Sinus Infections,,publish,closed,closed,,chronic-sinus-infections,,,8/20/19 14:42,8/20/19 18:42,,76,https://cystic-fibrosis.com/?p=412,16,nav_menu_item,,0,NULL,cf
413,35,8/19/19 16:42,8/19/19 20:42,Clubbed Fingers & Toes,,publish,closed,closed,,clubbed-fingers-toes,,,8/20/19 14:42,8/20/19 18:42,,76,https://cystic-fibrosis.com/?p=413,17,nav_menu_item,,0,NULL,cf
414,35,8/19/19 16:42,8/19/19 20:42,Salty Skin,,publish,closed,closed,,salty-skin,,,8/20/19 14:42,8/20/19 18:42,,76,https://cystic-fibrosis.com/?p=414,24,nav_menu_item,,0,NULL,cf
415,35,8/19/19 16:42,8/19/19 20:42,Malabsorption,,publish,closed,closed,,malabsorption,,,8/20/19 14:42,8/20/19 18:42,,76,https://cystic-fibrosis.com/?p=415,21,nav_menu_item,,0,NULL,cf
416,35,8/19/19 16:42,8/19/19 20:42,Diarrhea,,publish,closed,closed,,diarrhea,,,8/20/19 14:42,8/20/19 18:42,,76,https://cystic-fibrosis.com/?p=416,18,nav_menu_item,,0,NULL,cf
417,35,8/19/19 16:42,8/19/19 20:42,Greasy & Bulky Stools,,publish,closed,closed,,greasy-bulky-stools,,,8/20/19 14:42,8/20/19 18:42,,76,https://cystic-fibrosis.com/?p=417,19,nav_menu_item,,0,NULL,cf
418,35,8/19/19 16:42,8/19/19 20:42,Lung Infections,,publish,closed,closed,,lung-infections,,,8/20/19 14:42,8/20/19 18:42,,76,https://cystic-fibrosis.com/?p=418,20,nav_menu_item,,0,NULL,cf
419,35,8/19/19 16:42,8/19/19 20:42,Myths & Facts,,publish,closed,closed,,myths-facts,,,8/20/19 14:42,8/20/19 18:42,,0,https://cystic-fibrosis.com/?p=419,12,nav_menu_item,,0,NULL,cf
420,35,8/19/19 16:42,8/19/19 20:42,How Common is CF?,,publish,closed,closed,,how-common-is-cf,,,8/20/19 14:42,8/20/19 18:42,,0,https://cystic-fibrosis.com/?p=420,3,nav_menu_item,,0,NULL,cf
421,35,8/19/19 16:42,8/19/19 20:42,How Does CF Develop?,,publish,closed,closed,,how-does-cf-develop,,,8/20/19 14:42,8/20/19 18:42,,0,https://cystic-fibrosis.com/?p=421,4,nav_menu_item,,0,NULL,cf
422,35,8/19/19 16:42,8/19/19 20:42,Life Expectancy,,publish,closed,closed,,life-expectancy,,,8/20/19 14:42,8/20/19 18:42,,0,https://cystic-fibrosis.com/?p=422,6,nav_menu_item,,0,NULL,cf
423,35,8/19/19 16:42,8/19/19 20:42,Babies & Toddlers,,publish,closed,closed,,babies-toddlers,,,8/20/19 14:42,8/20/19 18:42,,0,https://cystic-fibrosis.com/?p=423,8,nav_menu_item,,0,NULL,cf
424,35,8/19/19 16:42,8/19/19 20:42,Men,,publish,closed,closed,,men,,,8/20/19 14:42,8/20/19 18:42,,0,https://cystic-fibrosis.com/?p=424,11,nav_menu_item,,0,NULL,cf
425,35,8/19/19 16:42,8/19/19 20:42,Teens & Young Adults,,publish,closed,closed,,teens-young-adults,,,8/20/19 14:42,8/20/19 18:42,,0,https://cystic-fibrosis.com/?p=425,9,nav_menu_item,,0,NULL,cf
426,35,8/19/19 16:42,8/19/19 20:42,Women,,publish,closed,closed,,women,,,8/20/19 14:42,8/20/19 18:42,,0,https://cystic-fibrosis.com/?p=426,10,nav_menu_item,,0,NULL,cf
427,35,8/19/19 16:42,8/19/19 20:42,Overview of CF,,publish,closed,closed,,overview-of-cf,,,8/20/19 14:42,8/20/19 18:42,,0,https://cystic-fibrosis.com/?p=427,2,nav_menu_item,,0,NULL,cf
428,35,8/19/19 16:42,8/19/19 20:42,What Causes CF?,,publish,closed,closed,,what-causes-cf,,,8/20/19 14:42,8/20/19 18:42,,0,https://cystic-fibrosis.com/?p=428,5,nav_menu_item,,0,NULL,cf
429,35,8/19/19 16:42,8/19/19 20:42,Special Populations,,publish,closed,closed,,special-populations,,,8/20/19 14:42,8/20/19 18:42,,0,https://cystic-fibrosis.com/?p=429,7,nav_menu_item,,0,NULL,cf
430,35,8/19/19 16:42,8/19/19 20:42,Symptoms,,publish,closed,closed,,symptoms,,,8/20/19 14:42,8/20/19 18:42,,0,https://cystic-fibrosis.com/?p=430,14,nav_menu_item,,0,NULL,cf
431,35,8/19/19 16:42,8/19/19 20:42,Meconium Ileus,,publish,closed,closed,,meconium-ileus,,,8/20/19 14:42,8/20/19 18:42,,76,https://cystic-fibrosis.com/?p=431,22,nav_menu_item,,0,NULL,cf
432,35,8/19/19 16:42,8/19/19 20:42,Chronic Cough,,publish,closed,closed,,chronic-cough,,,8/20/19 14:42,8/20/19 18:42,,76,https://cystic-fibrosis.com/?p=432,15,nav_menu_item,,0,NULL,cf
433,35,8/19/19 16:42,8/19/19 20:42,Nasal Polyps,,publish,closed,closed,,nasal-polyps,,,8/20/19 14:42,8/20/19 18:42,,76,https://cystic-fibrosis.com/?p=433,23,nav_menu_item,,0,NULL,cf
434,35,8/19/19 16:42,8/19/19 20:42,Wheezing & Shortness of Breath,,publish,closed,closed,,wheezing-shortness-of-breath,,,8/20/19 14:42,8/20/19 18:42,,76,https://cystic-fibrosis.com/?p=434,25,nav_menu_item,,0,NULL,cf
435,35,8/19/19 16:42,8/19/19 20:42,Chest Imaging Tests,,publish,closed,closed,,chest-imaging-tests,,,8/20/19 14:42,8/20/19 18:42,,0,https://cystic-fibrosis.com/?p=435,29,nav_menu_item,,0,NULL,cf
436,35,8/19/19 16:42,8/19/19 20:42,Pulmonary Function Tests,,publish,closed,closed,,pulmonary-function-tests,,,8/20/19 14:42,8/20/19 18:42,,0,https://cystic-fibrosis.com/?p=436,28,nav_menu_item,,0,NULL,cf
437,35,8/19/19 16:42,8/19/19 20:42,Diagnostic Tests,,publish,closed,closed,,diagnostic-tests,,,8/20/19 14:42,8/20/19 18:42,,0,https://cystic-fibrosis.com/?p=437,27,nav_menu_item,,0,NULL,cf
438,34,8/19/19 10:52,8/19/19 14:52,What is Bronchiectasis?,,inherit,closed,closed,,101-autosave-v1,,,8/19/19 10:52,8/19/19 14:52,,101,https://cystic-fibrosis.com/uncategorized/101-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",cf
439,35,8/19/19 16:42,8/19/19 20:42,Medications,,publish,closed,closed,,medications,,,8/20/19 14:42,8/20/19 18:42,,0,https://cystic-fibrosis.com/?p=439,33,nav_menu_item,,0,NULL,cf
440,35,8/19/19 16:42,8/19/19 20:42,Symdeko,,publish,closed,closed,,symdeko,,,8/20/19 14:42,8/20/19 18:42,,107,https://cystic-fibrosis.com/?p=440,39,nav_menu_item,,0,NULL,cf
441,35,8/19/19 16:42,8/19/19 20:42,Orkambi,,publish,closed,closed,,orkambi,,,8/20/19 14:42,8/20/19 18:42,,107,https://cystic-fibrosis.com/?p=441,38,nav_menu_item,,0,NULL,cf
442,35,8/19/19 16:42,8/19/19 20:42,Kalydeco,,publish,closed,closed,,kalydeco,,,8/20/19 14:42,8/20/19 18:42,,107,https://cystic-fibrosis.com/?p=442,37,nav_menu_item,,0,NULL,cf
443,35,8/19/19 16:42,8/19/19 20:42,Mucus Thinners,,publish,closed,closed,,mucus-thinners,,,8/20/19 14:42,8/20/19 18:42,,107,https://cystic-fibrosis.com/?p=443,40,nav_menu_item,,0,NULL,cf
445,37,8/19/19 11:28,,Auto Draft,,auto-draft,closed,closed,,,,,8/19/19 11:28,,,0,https://cystic-fibrosis.com/?page_id=445,0,page,,0,NULL,cf
446,39,8/20/19 14:39,8/20/19 18:39,Welcome to Cystic-Fibrosis.net Stories!,,publish,open,closed,,welcome,,,8/20/19 14:39,8/20/19 18:39,,0,https://cystic-fibrosis.com/?post_type=story&#038;p=446,0,story,,0, showIfLoggedIn=â€œ0â€ù campaign=â€œshortcodeâ€ù source=â€œsiteâ€ù,cf
447,37,8/19/19 11:46,,Auto Draft,,auto-draft,open,closed,,,,,8/19/19 11:46,,,0,https://cystic-fibrosis.com/?post_type=story&p=447,0,story,,0,NULL,cf
449,34,8/19/19 16:16,8/19/19 20:16,How is Cystic Fibrosis Treated?,,inherit,closed,closed,,107-autosave-v1,,,8/19/19 16:16,8/19/19 20:16,,107,https://cystic-fibrosis.com/uncategorized/107-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
450,34,8/19/19 16:29,8/19/19 20:29,What Medications Are Used to Treat Cystic Fibrosis?,,inherit,closed,closed,,111-autosave-v1,,,8/19/19 16:29,8/19/19 20:29,,111,https://cystic-fibrosis.com/uncategorized/111-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
451,34,8/19/19 16:43,8/19/19 20:43,Bronchodilators for Cystic Fibrosis,,inherit,closed,closed,,113-autosave-v1,,,8/19/19 16:43,8/19/19 20:43,,113,https://cystic-fibrosis.com/uncategorized/113-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
452,34,8/19/19 16:58,8/19/19 20:58,Types of Mucus Thinners Used to Treat Cystic Fibrosis,,inherit,closed,closed,,115-autosave-v1,,,8/19/19 16:58,8/19/19 20:58,,115,https://cystic-fibrosis.com/uncategorized/115-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
453,34,8/19/19 17:06,8/19/19 21:06,Types of Antibiotics Used to Treat Cystic Fibrosis Infections,,inherit,closed,closed,,117-autosave-v1,,,8/19/19 17:06,8/19/19 21:06,,117,https://cystic-fibrosis.com/uncategorized/117-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
454,35,8/20/19 0:17,8/20/19 4:17,Your Healthcare Team,,publish,closed,closed,,your-healthcare-team,,,8/20/19 14:42,8/20/19 18:42,,0,https://cystic-fibrosis.com/?p=454,30,nav_menu_item,,0,NULL,cf
455,35,8/20/19 0:32,8/20/19 4:32,Antibiotics,,publish,closed,closed,,antibiotics,,,8/20/19 14:42,8/20/19 18:42,,107,https://cystic-fibrosis.com/?p=455,34,nav_menu_item,,0,NULL,cf
456,35,8/20/19 0:32,8/20/19 4:32,GERD,,publish,closed,closed,,456,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=456,54,nav_menu_item,,0,NULL,cf
457,35,8/20/19 0:32,8/20/19 4:32,Vaccinations,,publish,closed,closed,,vaccinations,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=457,45,nav_menu_item,,0,NULL,cf
458,35,8/20/19 0:32,8/20/19 4:32,Living with CF,,publish,closed,closed,,458,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=458,63,nav_menu_item,,0,NULL,cf
459,35,8/20/19 0:32,8/20/19 4:32,Pancreatic Enzymes,,publish,closed,closed,,459,,,8/20/19 14:42,8/20/19 18:42,,107,https://cystic-fibrosis.com/?p=459,41,nav_menu_item,,0,NULL,cf
460,35,8/20/19 0:32,8/20/19 4:32,Treatment Adherence,,publish,closed,closed,,treatment-adherence,,,8/20/19 14:43,8/20/19 18:43,,107,https://cystic-fibrosis.com/?p=460,48,nav_menu_item,,0,NULL,cf
461,35,8/20/19 0:32,8/20/19 4:32,Coping with CF,,publish,closed,closed,,461,,,8/20/19 14:43,8/20/19 18:43,,109,https://cystic-fibrosis.com/?p=461,92,nav_menu_item,,0,NULL,cf
462,35,8/20/19 0:32,8/20/19 4:32,Involving Children in Care,,publish,closed,closed,,462,,,8/20/19 14:43,8/20/19 18:43,,109,https://cystic-fibrosis.com/?p=462,82,nav_menu_item,,0,NULL,cf
463,35,8/20/19 0:32,8/20/19 4:32,Daycare & School,,publish,closed,closed,,463,,,8/20/19 14:43,8/20/19 18:43,,109,https://cystic-fibrosis.com/?p=463,88,nav_menu_item,,0,NULL,cf
464,35,8/20/19 0:32,8/20/19 4:32,Complementary & Alternative Treatments,,publish,closed,closed,,complementary-alternative-treatments,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=464,46,nav_menu_item,,0,NULL,cf
466,35,8/20/19 12:51,8/20/19 16:51,GI Complications,,publish,closed,closed,,gi-complications,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=466,53,nav_menu_item,,0,NULL,cf
467,35,8/20/19 12:54,8/20/19 16:54,Complications (Women),,publish,closed,closed,,467,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=467,61,nav_menu_item,,0,NULL,cf
468,35,8/20/19 12:54,8/20/19 16:54,Physical Activity & Exercise,,publish,closed,closed,,468,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=468,74,nav_menu_item,,0,NULL,cf
469,35,8/20/19 12:54,8/20/19 16:54,Practical Tips,,publish,closed,closed,,469,,,8/20/19 14:43,8/20/19 18:43,,0,https://cystic-fibrosis.com/?p=469,64,nav_menu_item,,0,NULL,cf
