ID,post_author,post_date,post_date_gmt,post_title,post_excerpt,post_status,comment_status,ping_status,post_password,post_name,to_ping,pinged,post_modified,post_modified_gmt,post_content_filtered,post_parent,guid,menu_order,post_type,post_mime_type,comment_count,lead_gen_params,lead_gen_position,PREFIX
1276,6,7/23/19 7:48,7/23/19 11:48,"Ten Years Left of Normalcy, Minus Three",,inherit,closed,closed,,1269-autosave-v1,,,7/23/19 7:48,7/23/19 11:48,,1269,https://maculardegeneration.net/uncategorized/1269-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9784,macd
1277,6,8/19/19 15:42,8/19/19 19:42,PENDING REVIEW What About Those Eye Vitamins? Should I Take Them?,,inherit,closed,closed,,1268-autosave-v1,,,8/19/19 15:42,8/19/19 19:42,,1268,https://maculardegeneration.net/uncategorized/1268-autosave-v1/,0,revision,,0,NULL,NULL,macd
1278,633,6/21/19 9:45,6/21/19 13:45,Symptoms are Frustrating. We hear you.,,inherit,closed,closed,,1274-autosave-v1,,,6/21/19 9:45,6/21/19 13:45,,1274,https://maculardegeneration.net/uncategorized/1274-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9779,macd
1279,6,6/26/19 16:40,6/26/19 20:40,Always Advocate for Yourself,,inherit,closed,closed,,664-autosave-v1,,,6/26/19 16:40,6/26/19 20:40,,664,https://maculardegeneration.net/uncategorized/664-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9846,macd
1280,36,6/21/19 13:15,6/21/19 17:15,blind-fail-879-combo,,inherit,open,closed,,blind-fail-879-combo,,,6/21/19 13:16,6/21/19 17:16,,879,/wp-content/uploads/2019/06/blind-fail-879-combo.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
1281,36,6/21/19 13:15,6/21/19 17:15,facebook-share-879-combo,,inherit,open,closed,,facebook-share-879-combo,,,6/21/19 13:15,6/21/19 17:15,,879,/wp-content/uploads/2019/06/facebook-share-879-combo.png,0,attachment,image/png,0,NULL,NULL,macd
1282,36,6/21/19 13:16,6/21/19 17:16,Blind Fail!,,inherit,closed,closed,,879-autosave-v1,,,6/21/19 13:16,6/21/19 17:16,,879,https://maculardegeneration.net/uncategorized/879-autosave-v1/,0,revision,,0,NULL,NULL,macd
1283,25,6/21/19 16:01,,Auto Draft,,auto-draft,open,closed,,,,,6/21/19 16:01,,,0,https://maculardegeneration.net/?p=1283,0,post,,0,NULL,NULL,macd
1284,6,6/22/19 7:57,6/22/19 11:57,Eccentric Viewing (HU9),,inherit,closed,closed,,371-autosave-v1,,,6/22/19 7:57,6/22/19 11:57,,371,https://maculardegeneration.net/uncategorized/371-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9711,macd
1285,6,6/22/19 8:08,6/22/19 12:08,facebook-blank-share-9648-Insomnia-custom,,inherit,open,closed,,facebook-blank-share-9648-insomnia-custom,,,6/22/19 8:08,6/22/19 12:08,,371,/wp-content/uploads/2019/06/facebook-blank-share-9648-Insomnia-custom.png,0,attachment,image/png,0,NULL,NULL,macd
1286,27,6/24/19 13:05,,Fluoride and Degenerative Eye Diseases,,draft,open,closed,,,,,6/24/19 13:05,6/24/19 17:05,,0,https://maculardegeneration.net/?p=1286,0,post,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9799,macd
1290,633,6/24/19 15:20,6/24/19 19:20,braille-221-custom@2x,,inherit,open,closed,,braille-221-custom2x,,,6/24/19 15:20,6/24/19 19:20,,221,/wp-content/uploads/2019/02/braille-221-custom@2x.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
1291,633,6/24/19 15:20,6/24/19 19:20,facebook-share-221-custom,,inherit,open,closed,,facebook-share-221-custom,,,6/24/19 15:20,6/24/19 19:20,,221,/wp-content/uploads/2019/02/facebook-share-221-custom.png,0,attachment,image/png,0,NULL,NULL,macd
1292,6,6/24/19 16:32,6/24/19 20:32,My Coping Strategy for Vision Loss,,inherit,closed,closed,,372-autosave-v1,,,6/24/19 16:32,6/24/19 20:32,,372,https://maculardegeneration.net/uncategorized/372-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9685,macd
1293,6,6/24/19 15:44,6/24/19 19:44,6005_combo,,inherit,open,closed,,6005_combo,,,6/24/19 15:44,6/24/19 19:44,,372,/wp-content/uploads/2019/06/6005_combo.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
1294,7,6/24/19 17:08,6/24/19 21:08,When Your Contacts Aren‰Ûªt Cooperating The Dog is Also Probably Barfing in the Other Room,,inherit,closed,closed,,1129-autosave-v1,,,6/24/19 17:08,6/24/19 21:08,,1129,https://maculardegeneration.net/uncategorized/1129-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.984,macd
1295,7,6/24/19 17:11,6/24/19 21:11,When My Contacts Aren't Cooperating...,,inherit,open,closed,,8701,,,6/24/19 17:12,6/24/19 21:12,,1129,/wp-content/uploads/2019/06/8701.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
1296,6,6/25/19 7:33,6/25/19 11:33,When My Contacts Aren‰Ûªt Cooperating...,,inherit,closed,closed,,1129-autosave-v1,,,6/25/19 7:33,6/25/19 11:33,,1129,https://maculardegeneration.net/uncategorized/1129-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9839,macd
1297,176,6/25/19 9:13,6/25/19 13:13,coping-vision-loss-1007-custom,,inherit,open,closed,,coping-vision-loss-1007-custom,,,6/25/19 9:14,6/25/19 13:14,,1007,/wp-content/uploads/2019/06/coping-vision-loss-1007-custom.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
1298,176,6/25/19 9:13,6/25/19 13:13,facebook-share-1007-custom,,inherit,open,closed,,facebook-share-1007-custom,,,6/25/19 9:13,6/25/19 13:13,,1007,/wp-content/uploads/2019/06/facebook-share-1007-custom.png,0,attachment,image/png,0,NULL,NULL,macd
1299,176,6/25/19 9:14,6/25/19 13:14,Perspective,,inherit,closed,closed,,1007-autosave-v1,,,6/25/19 9:14,6/25/19 13:14,,1007,https://maculardegeneration.net/uncategorized/1007-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9795,macd
1300,6,6/25/19 15:29,6/25/19 19:29,The AMD Lifestyle: Good Nutrition,,inherit,closed,closed,,477-autosave-v1,,,6/25/19 15:29,6/25/19 19:29,,477,https://maculardegeneration.net/uncategorized/477-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9789,macd
1301,176,6/25/19 12:15,6/25/19 16:15,adjusting-life-vision-loss-412-custom,,inherit,open,closed,,adjusting-life-vision-loss-412-custom,,,6/25/19 12:16,6/25/19 16:16,,412,/wp-content/uploads/2019/06/adjusting-life-vision-loss-412-custom.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
1302,176,6/25/19 12:15,6/25/19 16:15,facebook-share-412-custom,,inherit,open,closed,,facebook-share-412-custom,,,6/25/19 12:15,6/25/19 16:15,,412,/wp-content/uploads/2019/06/facebook-share-412-custom.png,0,attachment,image/png,0,NULL,NULL,macd
1303,176,6/25/19 12:16,6/25/19 16:16,"\The Letter:\"" How I Adjusted to Life with Vision Loss""",,inherit,closed,closed,,412-autosave-v1,,,6/25/19 12:16,6/25/19 16:16,,412,https://maculardegeneration.net/uncategorized/412-autosave-v1/,0,revision,,0,NULL,NULL,macd
1304,6,6/25/19 14:51,6/25/19 18:51,facebook-blank-share-38553-combo,,inherit,open,closed,,facebook-blank-share-38553-combo,,,6/25/19 14:51,6/25/19 18:51,,1232,/wp-content/uploads/2019/06/facebook-blank-share-38553-combo.png,0,attachment,image/png,0,NULL,NULL,macd
1305,6,6/25/19 15:29,6/25/19 19:29,facebook-blank-share-9786-custom,,inherit,open,closed,,facebook-blank-share-9786-custom,,,6/25/19 15:29,6/25/19 19:29,,477,/wp-content/uploads/2019/06/facebook-blank-share-9786-custom.png,0,attachment,image/png,0,NULL,NULL,macd
1307,28,6/26/19 9:46,6/26/19 13:46,What have you shared about macular degeneration with your current or new employers?,,publish,open,closed,,employers,,,7/12/19 10:13,7/12/19 14:13,,0,https://maculardegeneration.net/?post_type=q_and_a&#038;p=1307,0,q_and_a,,1,NULL,NULL,macd
1308,1130,6/26/19 9:12,,Auto Draft,,auto-draft,open,closed,,,,,6/26/19 9:12,,,0,https://maculardegeneration.net/?p=1308,0,post,,0,NULL,NULL,macd
1309,48,8/12/19 13:52,,Seeing Al - A Helpful Smartphone App,,draft,open,closed,,,,,8/12/19 13:52,8/12/19 17:52,,0,https://maculardegeneration.net/?p=1309,0,post,,0,NULL,NULL,macd
1311,7,6/26/19 9:45,6/26/19 13:45,What have you shared about macular degeneration with your current or new employers?,,inherit,closed,closed,,1307-autosave-v1,,,6/26/19 9:45,6/26/19 13:45,,1307,https://maculardegeneration.net/uncategorized/1307-autosave-v1/,0,revision,,0,NULL,NULL,macd
1313,36,6/26/19 20:08,6/27/19 0:08,InAmerica-MD-Survey-Results-MSIA-2019-1125@2x,,inherit,open,closed,,inamerica-md-survey-results-msia-2019-11252x,,,6/26/19 20:09,6/27/19 0:09,,1125,/wp-content/uploads/2019/06/InAmerica-MD-Survey-Results-MSIA-2019-1125@2x.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
1314,36,6/27/19 14:39,6/27/19 18:39,Diving Deep into Macular Degeneration,,inherit,closed,closed,,1125-autosave-v1,,,6/27/19 14:39,6/27/19 18:39,,1125,https://maculardegeneration.net/uncategorized/1125-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9816,macd
1315,36,6/27/19 11:39,6/27/19 15:39,MD-in-america-001,,inherit,open,closed,,md-in-america-001,,,6/27/19 11:42,6/27/19 15:42,,1125,/wp-content/uploads/2019/06/MD-in-america-001.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
1316,36,6/27/19 11:39,6/27/19 15:39,MD-in-america-002,,inherit,open,closed,,md-in-america-002,,,6/27/19 11:42,6/27/19 15:42,,1125,/wp-content/uploads/2019/06/MD-in-america-002.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
1317,36,6/27/19 11:39,6/27/19 15:39,MD-in-america-003,,inherit,open,closed,,md-in-america-003,,,6/27/19 12:09,6/27/19 16:09,,1125,/wp-content/uploads/2019/06/MD-in-america-003.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
1318,36,6/27/19 11:39,6/27/19 15:39,MD-in-america-004,,inherit,open,closed,,md-in-america-004,,,6/27/19 12:09,6/27/19 16:09,,1125,/wp-content/uploads/2019/06/MD-in-america-004.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
1319,36,6/27/19 11:39,6/27/19 15:39,MD-in-america-005,,inherit,open,closed,,md-in-america-005,,,6/27/19 12:09,6/27/19 16:09,,1125,/wp-content/uploads/2019/06/MD-in-america-005.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
1320,1759,6/27/19 12:29,,Auto Draft,,auto-draft,open,closed,,,,,6/27/19 12:29,,,0,https://maculardegeneration.net/?p=1320,0,post,,0,NULL,NULL,macd
1321,7,6/27/19 14:18,6/27/19 18:18,Life with MD Through the Eyes of the Community,,inherit,open,closed,,4029,,,6/27/19 14:19,6/27/19 18:19,,1274,/wp-content/uploads/2019/06/4029.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
1322,633,6/27/19 14:32,6/27/19 18:32,aging-macular-degeneration-1112-custom,,inherit,open,closed,,aging-macular-degeneration-1112-custom,,,6/27/19 14:32,6/27/19 18:32,,1112,/wp-content/uploads/2019/06/aging-macular-degeneration-1112-custom.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
1323,633,6/27/19 14:32,6/27/19 18:32,facebook-share-1112-custom,,inherit,open,closed,,facebook-share-1112-custom,,,6/27/19 14:32,6/27/19 18:32,,1112,/wp-content/uploads/2019/06/facebook-share-1112-custom.png,0,attachment,image/png,0,NULL,NULL,macd
1324,633,6/27/19 14:32,6/27/19 18:32,Aging with AMD,,inherit,closed,closed,,1112-autosave-v1,,,6/27/19 14:32,6/27/19 18:32,,1112,https://maculardegeneration.net/uncategorized/1112-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9676,macd
1325,1766,6/27/19 15:37,,Auto Draft,,auto-draft,open,closed,,,,,6/27/19 15:37,,,0,https://maculardegeneration.net/?p=1325,0,post,,0,NULL,NULL,macd
1326,848,6/27/19 16:20,,Auto Draft,,auto-draft,open,closed,,,,,6/27/19 16:20,,,0,https://maculardegeneration.net/?p=1326,0,post,,0,NULL,NULL,macd
1327,68,6/27/19 21:00,6/28/19 1:00,Diving Deep into Macular Degeneration,,inherit,closed,closed,,1125-autosave-v1,,,6/27/19 21:00,6/28/19 1:00,,1125,https://maculardegeneration.net/uncategorized/1125-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9816,macd
1328,6,6/28/19 11:27,6/28/19 15:27,The Resources That Kept Me in My Mojo,,inherit,closed,closed,,411-autosave-v1,,,6/28/19 11:27,6/28/19 15:27,,411,https://maculardegeneration.net/uncategorized/411-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9706,macd
1329,6,6/28/19 11:27,6/28/19 15:27,facebook-blank-share-4177-custom,,inherit,open,closed,,facebook-blank-share-4177-custom,,,6/28/19 11:27,6/28/19 15:27,,411,/wp-content/uploads/2019/06/facebook-blank-share-4177-custom.png,0,attachment,image/png,0,NULL,NULL,macd
1330,34,8/20/19 8:58,,APPROVED When Macular Degeneration Gives You Lemons,,draft,open,closed,,,,,8/20/19 8:58,8/20/19 12:58,,0,https://maculardegeneration.net/?p=1330,0,post,,0,NULL,NULL,macd
1331,34,7/17/19 12:55,7/17/19 16:55,Treatments and Cures: Too Good to Be True?,,publish,open,closed,,treatments-cures,,,7/18/19 11:38,7/18/19 15:38,,0,https://maculardegeneration.net/?p=1331,0,post,,2," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9799,macd
1332,34,6/30/19 15:56,6/30/19 19:56,If It's Too Good To Be True,,inherit,closed,closed,,1331-autosave-v1,,,6/30/19 15:56,6/30/19 19:56,,1331,https://maculardegeneration.net/uncategorized/1331-autosave-v1/,0,revision,,0,NULL,NULL,macd
1333,31,7/10/19 9:43,,There's No Place Like Home,,draft,open,closed,,,,,7/10/19 9:43,7/10/19 13:43,,0,https://maculardegeneration.net/?p=1333,0,post,,0,NULL,NULL,macd
1334,31,8/2/19 12:46,8/2/19 16:46,Whose Business Is It?,,publish,open,closed,,disclose-visual-impairment,,,8/2/19 12:46,8/2/19 16:46,,0,https://maculardegeneration.net/?p=1334,0,post,,1," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",0.9816,macd
1335,31,8/13/19 9:09,8/13/19 13:09,The Trouble in Exercising,,publish,open,closed,,exercising,,,8/13/19 9:09,8/13/19 13:09,,0,https://maculardegeneration.net/?p=1335,0,post,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",0.9802,macd
1336,31,6/30/19 16:58,,Auto Draft,,auto-draft,open,closed,,,,,6/30/19 16:58,,,0,https://maculardegeneration.net/?p=1336,0,post,,0,NULL,NULL,macd
1337,414,7/1/19 11:27,7/1/19 15:27,What Should I Do?,,publish,open,closed,,coping-progression,,,7/11/19 11:14,7/11/19 15:14,,0,https://maculardegeneration.net/?p=1337,0,story,,3," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9696,macd
1338,633,7/1/19 10:14,7/1/19 14:14,coping-vision-loss-964-custom,,inherit,open,closed,,coping-vision-loss-964-custom,,,7/1/19 10:14,7/1/19 14:14,,964,/wp-content/uploads/2019/06/coping-vision-loss-964-custom.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
1339,633,7/1/19 10:14,7/1/19 14:14,facebook-share-964-custom,,inherit,open,closed,,facebook-share-964-custom,,,7/1/19 10:14,7/1/19 14:14,,964,/wp-content/uploads/2019/06/facebook-share-964-custom.png,0,attachment,image/png,0,NULL,NULL,macd
1340,633,7/1/19 10:15,7/1/19 14:15,36 For a Moment,,inherit,closed,closed,,964-autosave-v1,,,7/1/19 10:15,7/1/19 14:15,,964,https://maculardegeneration.net/uncategorized/964-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9765,macd
1341,792,7/1/19 10:29,,Auto Draft,,auto-draft,open,closed,,,,,7/1/19 10:29,,,0,https://maculardegeneration.net/?p=1341,0,post,,0,NULL,NULL,macd
1343,7,7/1/19 11:05,7/1/19 15:05,Diving Deep With Macular Degeneration,,inherit,closed,closed,,1125-autosave-v1,,,7/1/19 11:05,7/1/19 15:05,,1125,https://maculardegeneration.net/uncategorized/1125-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9816,macd
1344,7,7/2/19 12:50,7/2/19 16:50,What Should I Do?,,inherit,closed,closed,,1337-autosave-v1,,,7/2/19 12:50,7/2/19 16:50,,1337,https://maculardegeneration.net/uncategorized/1337-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9696,macd
1345,1759,7/1/19 12:49,7/1/19 16:49,facebook-blank-share-3251-custom,,inherit,open,closed,,facebook-blank-share-3251-custom,,,7/1/19 12:49,7/1/19 16:49,,664,/wp-content/uploads/2019/06/facebook-blank-share-3251-custom.png,0,attachment,image/png,0,NULL,NULL,macd
1346,1759,7/2/19 13:45,7/2/19 17:45,insta-MDIA-recruitment-blinds-2018@2x,,inherit,open,closed,,insta-mdia-recruitment-blinds-20182x,,,7/2/19 13:45,7/2/19 17:45,,1125,/wp-content/uploads/2019/07/insta-MDIA-recruitment-blinds-2018@2x.png,0,attachment,image/png,0,NULL,NULL,macd
1347,1759,7/2/19 13:54,7/2/19 17:54,facebook-share-MDIA-2019@2x,,inherit,open,closed,,facebook-share-mdia-20192x,,,7/2/19 13:54,7/2/19 17:54,,1125,/wp-content/uploads/2019/07/facebook-share-MDIA-2019@2x.png,0,attachment,image/png,0,NULL,NULL,macd
1348,1130,7/29/19 13:55,7/29/19 17:55,Living With Macular Degeneration: A Podcast Interview with Cora Lyn Sears,,publish,open,closed,,podcast-personal-stories,,,7/29/19 13:55,7/29/19 17:55,,0,https://maculardegeneration.net/?p=1348,0,post,,2," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9528,macd
1349,1942,7/8/19 9:49,7/8/19 13:49,My Beginning Journey,,publish,open,closed,,retina-specialist,,,7/9/19 13:47,7/9/19 17:47,,0,https://maculardegeneration.net/?p=1349,0,story,,1," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.865,macd
1350,493,7/10/19 8:57,,Not my Good Eye!,,draft,open,closed,,,,,7/10/19 8:57,7/10/19 12:57,,0,https://maculardegeneration.net/?p=1350,0,post,,0,NULL,NULL,macd
1351,49,8/5/19 7:39,8/5/19 11:39,Blind Renegades,,publish,open,closed,,cope-disability,,,8/5/19 7:39,8/5/19 11:39,,0,https://maculardegeneration.net/?p=1351,0,post,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",0.9921,macd
1352,6,7/8/19 7:18,7/8/19 11:18,The AMD Lifestyle: Moderate Exercise,,inherit,closed,closed,,478-autosave-v1,,,7/8/19 7:18,7/8/19 11:18,,478,https://maculardegeneration.net/uncategorized/478-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9786,macd
1353,6,7/8/19 7:22,7/8/19 11:22,facebook-blank-share-3988-Exercising-combo,,inherit,open,closed,,facebook-blank-share-3988-exercising-combo,,,7/8/19 7:22,7/8/19 11:22,,478,/wp-content/uploads/2019/07/facebook-blank-share-3988-Exercising-combo.png,0,attachment,image/png,0,NULL,NULL,macd
1354,6,7/8/19 7:29,7/8/19 11:29,facebook-blank-share-107937_v2-custom,,inherit,open,closed,,facebook-blank-share-107937_v2-custom,,,7/8/19 7:29,7/8/19 11:29,,168,/wp-content/uploads/2019/07/facebook-blank-share-107937_v2-custom.png,0,attachment,image/png,0,NULL,NULL,macd
1355,7,7/8/19 9:49,7/8/19 13:49,My Beginning Journey,,inherit,closed,closed,,1349-autosave-v1,,,7/8/19 9:49,7/8/19 13:49,,1349,https://maculardegeneration.net/uncategorized/1349-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.8507,macd
1356,792,7/8/19 11:04,7/8/19 15:04,"BLIND, Low Vision, and Legally Blind",,inherit,closed,closed,,313-autosave-v1,,,7/8/19 11:04,7/8/19 15:04,,313,https://maculardegeneration.net/uncategorized/313-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9752,macd
1357,7,7/8/19 13:49,7/8/19 17:49,I Really Need to Learn How to Sleep,,inherit,closed,closed,,1186-autosave-v1,,,7/8/19 13:49,7/8/19 17:49,,1186,https://maculardegeneration.net/uncategorized/1186-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9785,macd
1358,7,7/8/19 14:13,7/8/19 18:13,I Really Need to Learn How to Sleep,,inherit,open,closed,,3070,,,7/8/19 14:14,7/8/19 18:14,,1186,/wp-content/uploads/2019/07/3070.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
1361,633,7/9/19 15:33,7/9/19 19:33,facebook-share-1255-custom,,inherit,open,closed,,facebook-share-1255-custom,,,7/9/19 15:33,7/9/19 19:33,,1255,/wp-content/uploads/2019/06/facebook-share-1255-custom.png,0,attachment,image/png,0,NULL,NULL,macd
1362,633,7/9/19 15:33,7/9/19 19:33,stargardt-disease-diagnosis-1255-custom@2x,,inherit,open,closed,,stargardt-disease-diagnosis-1255-custom2x,,,7/9/19 15:33,7/9/19 19:33,,1255,/wp-content/uploads/2019/06/stargardt-disease-diagnosis-1255-custom@2x.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
1363,633,7/9/19 15:34,7/9/19 19:34,Katie's Journey,,inherit,closed,closed,,1255-autosave-v1,,,7/9/19 15:34,7/9/19 19:34,,1255,https://maculardegeneration.net/uncategorized/1255-autosave-v1/,0,revision,,0,NULL,NULL,macd
1364,6,7/9/19 16:29,7/9/19 20:29,2474,,inherit,open,closed,,2474,,,7/9/19 16:29,7/9/19 20:29,,413,/wp-content/uploads/2019/07/2474.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
1366,6,7/12/19 9:43,7/12/19 13:43,Treatments and Cures: Too Good to Be True?,,inherit,closed,closed,,1331-autosave-v1,,,7/12/19 9:43,7/12/19 13:43,,1331,https://maculardegeneration.net/uncategorized/1331-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9795,macd
1367,6,7/10/19 9:42,7/10/19 13:42,There's No Place Like Home,,inherit,closed,closed,,1333-autosave-v1,,,7/10/19 9:42,7/10/19 13:42,,1333,https://maculardegeneration.net/uncategorized/1333-autosave-v1/,0,revision,,0,NULL,NULL,macd
1368,6,8/2/19 12:46,8/2/19 16:46,Whose Business Is It?,,inherit,closed,closed,,1334-autosave-v1,,,8/2/19 12:46,8/2/19 16:46,,1334,https://maculardegeneration.net/uncategorized/1334-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",0.9816,macd
1369,6,8/13/19 9:05,8/13/19 13:05,The Trouble in Exercising,,inherit,closed,closed,,1335-autosave-v1,,,8/13/19 9:05,8/13/19 13:05,,1335,https://maculardegeneration.net/uncategorized/1335-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",0.9802,macd
1374,36,7/10/19 12:04,7/10/19 16:04,facebook-share-552-combo2,,inherit,open,closed,,facebook-share-552-combo2,,,7/10/19 12:04,7/10/19 16:04,,552,/wp-content/uploads/2019/07/facebook-share-552-combo2.png,0,attachment,image/png,0,NULL,NULL,macd
1375,36,7/10/19 12:04,7/10/19 16:04,lutein-zeaxanthin-552-combo,,inherit,open,closed,,lutein-zeaxanthin-552-combo,,,7/10/19 12:05,7/10/19 16:05,,552,/wp-content/uploads/2019/07/lutein-zeaxanthin-552-combo.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
1376,6,7/10/19 13:29,7/10/19 17:29,Do It Now,,inherit,closed,closed,,844-autosave-v1,,,7/10/19 13:29,7/10/19 17:29,,844,https://maculardegeneration.net/uncategorized/844-autosave-v1/,0,revision,,0,NULL,NULL,macd
1377,6,7/11/19 11:14,7/11/19 15:14,2124_combo,,inherit,open,closed,,2124_combo-2,,,7/11/19 11:14,7/11/19 15:14,,1337,/wp-content/uploads/2019/07/2124_combo.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
1378,49,7/22/19 11:22,,X Ambassadors Video Blurb for Article,,draft,open,closed,,,,,7/22/19 11:22,7/22/19 15:22,,0,https://maculardegeneration.net/?p=1378,0,post,,0,NULL,NULL,macd
1379,633,7/11/19 14:40,7/11/19 18:40,The Truth About Therapy,,inherit,closed,closed,,1201-autosave-v1,,,7/11/19 14:40,7/11/19 18:40,,1201,https://maculardegeneration.net/uncategorized/1201-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.982,macd
1380,6,7/11/19 15:33,7/11/19 19:33,The Truth About Therapy,,inherit,closed,closed,,1201-autosave-v1,,,7/11/19 15:33,7/11/19 19:33,,1201,https://maculardegeneration.net/uncategorized/1201-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9836,macd
1381,6,7/11/19 15:31,7/11/19 19:31,34181_combo,,inherit,open,closed,,34181_combo,,,7/11/19 15:31,7/11/19 19:31,,1201,/wp-content/uploads/2019/07/34181_combo.jpg,0,attachment,image/jpeg,0,NULL,NULL,macd
